loc,lon,lat
duthcld road derby is a,-1.4746186,52.9225301
dyneham road n,-0.1944835,51.54402
dynevor road n,-79.4503097,43.6933638
e street chester,-75.5404728,39.93636
eadonhall street b,-0.0823131,51.5138619
earl street southwark s,-0.087738,51.502781
earlsfield road w,-0.1836086,51.4480121
east of tarkws,-1.9930466,5.301832
eastbury road watford is a,-0.3928758,51.6434784
eastgate street chester,-2.8902679,53.1905451
eastland road neath,-3.8027475,51.6582935
eaton square s,-0.1526437,51.4945225
eaton terrace s,-105.0589724,39.6863247
ebden street kimberley,24.7499112,-28.7282384
ebury street kw,-0.1495517,51.4939099
ebury street s,-0.1495517,51.4939099
eccleston square s,-0.144522,51.4922511
eckman,-75.878657,39.824218
ecuador,-78.183406,-1.831239
eden street kimborley south africa,24.771268,-28.7583089
edith terrace fnlham s,-0.1833102,51.4822324
edmonton,-113.4938229,53.5461245
edmund street dinninghm,-1.203068,53.372587
effingham road lee,0.0082778,51.4540216
eight s of the,-95.712891,37.09024
elderfield road clapton share,-0.046974,51.55348
elderton road s,-79.3488825,40.6976942
eldoa street house e,-96.8247577,32.7889486
eldon street house,-81.7166046,43.7381465
eldon street house b,-81.7166046,43.7381465
elgin avenue w,-97.1952773,49.9180264
elgin road croydon is a,-0.0794674,51.3768686
elizabeth street eaton square had,-0.1525568,51.4947333
elkhorn,-88.5445447,42.6727927
ellingfort road hackney clerk,-0.0563723,51.5426116
ellison street jarrow,-1.4909453,54.9815714
elm road wembley,-0.294708,51.5541376
elmers end,-0.0474767,51.39749
elms road clap ham common,-0.1392706,51.4560936
elsham road kensing,-0.2130277,51.5013154
eltheron road fulham,-0.1970908,51.4751593
emmett street limehouse e,-0.0366652,51.5110598
enchnrch street ec,-0.0808231,51.5119243
end road anurley,-0.05689,51.40583
endymion road brixton hill share,-0.1214041,51.4520287
engine road as was at,-93.1672838,34.4545099
england,-1.1743197,52.3555177
englefleld road canonbury clerk,-0.08435,51.5431289
english square mines including,-95.712891,37.09024
enoch square glasgow,-4.2550081,55.8577115
ensley,-86.8997918,33.5089695
eopo street vglaegol,-4.251806,55.864237
eorgo street shelheld,-1.4670074,53.3822174
ermine road lady well s,-0.0203603,51.4609577
essex,0.4856781,51.5742447
estate s in cape,-82.002938,26.542328
eureka,-96.2891703,37.8239167
euston road clerk,-0.1324905,51.5267769
everett,-122.2020795,47.9789848
ewell road surbiton is a,-0.2923049,51.3843424
excellent road which is contiguous,-95.712891,37.09024
exchange street east,-81.5217065,41.0754937
exeter,-119.1420517,36.2960613
fackvihe street w,-71.0646429,42.3812561
fairbanks,-147.7163888,64.8377778
fairfax,-77.3063733,38.8462236
fairfield,-73.2612615,41.1408363
fairhold road stamford hill,-0.0742445,51.5682272
fairmont,-96.8017323,32.7857579
fairplay,-93.5766031,37.6344285
falcon terrace leytonstone,0.0088141,51.5649624
farm doornfontein were,28.0552003,-26.194851
farm turffontein no,28.0391009,-26.2456385
farm turfiontein no,28.0391009,-26.2456385
farm tweefontein no,-74.145724,41.739821
farnley road south norwood merchant,-0.0911254,51.397744
farquhar road upper norwood,-0.0786329,51.4235202
farringdon avenue e,-81.5080881,41.6109455
farrinqdon avenue london,-0.1079118,51.5230636
fathoms square district of dixcove,-1.946905,4.7950533
fathoms square in the wassaw,-80.9794334,31.9054664
fathoms square situate at dominsssi,-87.68959,41.9245443
fayette,-87.8308522,33.6845539
fcnchurch avenue ec,-0.13198,51.528774
fcnchurch street ec,-0.0808231,51.5119243
fcnohurch street london,-0.0808231,51.5119243
fcrndale road clapham clerk,-0.1160683,51.4641018
fearnley road the grove camberwell,145.0561059,-37.8447464
fenchurch avenue b,-0.0808231,51.5119243
fenchurch avenue et,-0.0808231,51.5119243
fenchurch street e,-0.0808231,51.5119243
fenchurch street merchant j,-0.0808231,51.5119243
fenchurch street miner,-0.0808231,51.5119243
fenchurch street secretary to a,-0.0808231,51.5119243
fenchurch street this company was,-0.077663,51.513109
fenchurch street ts,-0.0816458,51.5118645
fenchurcli street no,-0.0808231,51.5119243
fenchuroh street b,-0.0808231,51.5119243
fencliurch avenue ea,-0.0808231,51.5119243
fenohnrch avenue e,-0.0811837,51.5125366
fentiman road s,-0.1191496,51.4811199
ferguson road oakworth union hroorands,-1.950299,53.847426
fernlower road highbury new park,-0.0928351,51.5561068
ferntower road n,-0.088431,51.5513139
field at mohpani in the,78.821275,22.744252
field at nanpiao north china and,120.749727,41.107107
field street durban south africa,31.021518,-29.857232
finch lane stock broker,-74.0112654,40.706877
finchley road n,-0.1971136,51.5611836
finnbnry square e,-0.0857184,51.5210194
finsbury square b,-0.0887515,51.5203001
finslrary circus b.c.,-0.0864333,51.5178582
finulmry square ex,-96.9784055,32.8503989
fiqtree lane shellie,-122.0364997,37.5470301
fish street hill rc,-0.0858052,51.5103525
fitzroy square schoolmaster,-0.13922,51.5228485
five s abrokrnm west,-95.712891,37.09024
five s ashanti district,-1.5208624,6.7470436
five s claims five,-91.0067296,30.3609384
five s in the,-91.0067296,30.3609384
five s near axim,-2.240888,4.8665091
five s of palenque,-92.0458949,17.4847697
five s of the,-91.0067296,30.3609384
five s situate near,-70.7258633,42.195929
five s situated at,-95.712891,37.09024
five square thfiovmpeuy has sold,-77.8429721,39.3224576
flaeet street london,-0.1079636,51.5142243
flagstaff,-111.651302,35.1982836
fleet street b,-76.5743088,39.2853322
fleet street e o,-0.1079636,51.5142243
fleet street london,-0.1079636,51.5142243
fleet street share,-0.1079636,51.5142243
flinder s lane,-73.5407915,41.0547173
florence,11.2558136,43.7695604
florida,-81.5157535,27.6648274
foleman street er,-99.425646,31.828445
fontayne road n,-74.6818641,40.2780687
fopatone road loudon s,-0.1277583,51.5073509
for mining,-104.8368133,39.5776226
for road material,-71.496213,41.597293
for water and timber,-111.421487,40.4965132
fordwych road west hampstead n,-0.2037068,51.5500568
fore street b,-70.2508926,43.65802
fore street merchant,-70.2508926,43.65802
fore street rc,-70.2508926,43.65802
foregate street chester,-2.8835182,53.1917569
foregnw street chester,-2.8835182,53.1917569
forest road dalston clerk,-0.0726044,51.5439794
fountain street ulverstcn lancasliire,-3.094733,54.1969801
four miles from witbank station,29.2553229,-25.8727817
four s acres of,-82.442672,28.498691
four s comprising the,-95.712891,37.09024
fox street property,-105.1305597,39.9775061
france,2.213749,46.227638
frankfort street birminghamv,-1.8997627,52.4947359
franklin,-86.8688899,35.9250637
frederick street edinburgh,-3.2004064,55.9529137
frederick street llauelly,-4.160248,51.680886
freehold s in,-74.3000878,40.2136754
freeland,-84.1227598,43.5250265
freiberg,13.341727,50.9128283
french guayana,-53.125782,3.933889
fresnillo,-106.0867009,28.6712527
fresno,-119.7871247,36.7377981
friar lane leicester,-1.1361983,52.6331407
friday street merchant,-86.2497462,41.6799658
friern road dnhvich,-0.0688082,51.45205
frodingham,-0.655471,53.594209
frog lane wigan,-2.6412263,53.5478498
from the point of view,-97.4769995,35.6197439
fsrringdon avenue e,-81.5080881,41.6109455
fulham road accountant share,-0.197311,51.480319
fundicion,-95.6332336,37.0320324
further,-93.1957836,44.8312686
g street leic ester,-1.1116891,52.6304649
g. haswell forega e street chester.,-75.3642179,39.8685509
gain terrace port talbot,-3.784097,51.5946799
gairloch road camberwell clerk sharp,-0.0808526,51.4705571
gaisford street n,-0.1380472,51.5478273
galbraith ltd.,-0.092206,51.502844
garfield,-95.2555846,37.3381673
gatcombe road n,-0.129707,51.5594076
gate street b,-86.3793005,34.7012724
gauden road clapham,-0.1321157,51.4670147
gayton road hampstead,-0.1751365,51.5569709
gcorire street edinburgh,-3.188267,55.953252
geirge street limerick,-8.6288561,52.6618029
gen square roads on farms,-73.9479221,40.6996109
geneva,6.1431577,46.2043907
genoa road anerley share,-0.0590678,51.40985
george square gimrow,-4.2503089,55.8607681
george street aberdeen,-2.1055762,57.1536765
george street cape town south,18.8388512,-34.1201096
george street edinburgh,-3.2004714,55.9529237
george street leeds,-1.5383977,53.7977573
george street mansion hoom,-90.1873188,38.6280419
george street mansion house,-90.1873188,38.6280419
george street mansion house ex,-90.1873188,38.6280419
george street our,-74.4444492,40.493527
george street s,-82.7165101,28.1495549
george street sheffleld,-1.4670074,53.3822174
george street solicitor j,-76.7285802,39.96486
george street westminster,-76.9953371,39.5700988
george street westminster for the,-76.9953371,39.5700988
george street westminster managing director,-76.9957906,39.5701963
george street westminster s,-0.1577986,51.5170486
george street westminster s w,-0.1278718,51.5011543
george street westminster share,-0.1577986,51.5170486
georgetown,-77.0653565,38.9097057
georgia,-82.9000751,32.1656221
georjre street westminster,-76.9953371,39.5700988
georsce street mansion house e,-90.1873188,38.6280419
germains road forest hill chairman,-0.0546416,51.4397781
germany,10.451526,51.165691
gerrard street vv,-79.3280776,43.6708992
geysfield road shepherd s bush,-0.237725,51.5013843
gilbert street grosvenor square w,-0.1511036,51.5109266
gillingbam street s,-75.0838833,40.0129859
gillsland road edinburgh is a,-3.2225967,55.932793
gilpin county,-105.4536718,39.8770159
giltlpur street iii,-0.1015909,51.5168756
giltspnr street newgate street e,-0.1019392,51.5162426
giltspur street newgate st london,-0.1019392,51.5162426
gladstone,-94.554677,39.2038918
glasgow,-4.251806,55.864237
glastonbury,-72.5450779,41.6861794
gldon street london,-0.085256,51.5185227
glebe avenue enfleld is a,-0.0968508,51.6550532
glebe road kingsland boad n,-77.1234962,38.8975376
glebe street stoke,-2.18097,53.0051666
glenarm road e,-76.4928527,39.4536788
gloucester,-70.6619888,42.6159285
gmcechurch street el,-0.0850996,51.5119496
gmsvenor square w,-0.1511036,51.5109266
godliman street b,-0.0991151,51.5128475
godolphin road solicitor share,-0.2326706,51.5039763
golconda,-88.4864316,37.3672744
golden lane bc,-116.9631367,51.2961188
goldhawk road bsinmersmith w,-0.2348719,51.5004854
goldsmiths creek,-122.0611382,37.9004649
gowganda,-80.766667,47.65
graccchurch street b,-0.0850996,51.5119496
gracechnrch street b,-0.0850996,51.5119496
gracechnrch street e,-0.0850996,51.5119496
gracechurcb street e,-0.0850996,51.5119496
gracechurch street b,-0.0850996,51.5119496
gracechurch street engineer share,-0.0858676,51.5112938
gracechurch street ex,-0.0850996,51.5119496
gracechurch street london,-0.0850996,51.5119496
gracechurch street merchant,-0.0829683,51.5179174
gracechurch street merchant share,-0.0795345,51.5202741
gracechurch street mining agent,-0.0850996,51.5119496
gracechurch street share,-0.0850996,51.5119496
graceclmrch street b,-0.0850996,51.5119496
gracnchorch street ex,-0.0850996,51.5119496
grafton square clapham,-0.1394002,51.464612
grainger street newcastlc,-1.6150313,54.9714508
graingsr street west,-1.6150313,54.9714508
grainlwr street west,-1.6150313,54.9714508
grampound road cornw,-4.93079,50.317861
grampound road pitchblende radium and,-4.93079,50.317861
grange lane near eotherham,-1.4310125,53.4449321
grange lane thorpe near rotherhhui,-1.4310125,53.4449321
grange road cannonbury,-0.0973438,51.5459881
granite,-95.6236882,37.0371458
granville,-118.4028581,34.1430799
grarachnrch street k,-78.5295695,35.958706
green lane j total area,-75.4690674,40.3367674
green street neath,-3.8053393,51.662885
green street neath glam,-3.8053393,51.662885
greenfield,-85.7694226,39.785043
gregory,-95.9410531,36.7524131
gresham hilllse ill brmii st. llinlllln . .,-122.4347608,45.5098502
gresham liilllse lill bbiimi . lllllllllll lb.,-122.4347608,45.5098502
gresham street b,-93.4643431,35.4559683
gresham street chartered account,-0.0916637,51.515188
gresham street ec,-0.13198,51.528774
gresham street ec who was,-0.0935251,51.5154852
gresham street share,-122.4347608,45.5098502
grey road altrincham is a,-2.3611419,53.3894059
grey street ncwcsstleon,-1.6120076,54.9720803
grey street newcaetle,-1.6120076,54.9720803
griffith road wimbledon,-0.1937802,51.4186708
grimes creek,-115.8894413,43.9069351
grnccchurch street eec,-0.0850996,51.5119496
grosvcnor square shares,-0.1513882,51.5115253
grosvenor road ripley derbyshire,-1.4058339,53.0502342
grosvenor square w,-0.1511036,51.5109266
grosvenor terrace leyton share,-0.0047679,51.5678183
grosveuor road pimlico s,-0.1380801,51.4850943
grove road leytonstone accountant sharo,0.0099571,51.5654567
grucechuroh street e,-0.0850996,51.5119496
gths s in the,-117.3284609,34.0212447
guadalcazar,-100.4003466,22.6186136
guadalupe,-118.2760503,29.0525203
guanacevi,-105.9546744,25.9316354
guanajuato,-101.2573586,21.0190145
guatemala,-90.230759,15.783471
guazapares,-108.2796211,27.276901
guerrero,-99.5450974,17.4391926
gunnislake,-4.2135524,50.5243156
gunnison,-106.9253207,38.5458246
guyana,-58.93018,4.860416
gwynfe road troboeth landore,-3.857251,51.881578
h roscoe f.c.t.s. dover colliery dover.,1.3134027,51.1278758
haddleston road tufnell park clerk,-0.1333425,51.5564238
haileybury,-0.034171,51.77868
hal avenue b,-89.6030831,40.7706423
half s situate near,-95.712891,37.09024
half s situated near,-95.712891,37.09024
halifax,-63.6077626,44.6473071
hall road stroud green,-0.1114269,51.5744514
hall street hyde cheshire,-2.0939959,53.4548443
hall street inverpool,-2.9949956,53.4098328
hall street l,-96.7900158,32.796291
hall street llyils clu shire,-118.878853,34.2248993
ham road brixton share,-0.1127279,51.4722042
ham road s,-79.962393,34.1182248
ham street e,0.859781,51.06434
hamilton terrace n,-73.9465527,40.8227024
hanover,-72.2895526,43.7022451
hargreaves street burnley,-2.2445924,53.7886171
harlescott road shrewsbury is a,-2.7349175,52.7399382
harlhall square johannesbnrz,28.0473051,-26.2041028
harold terrace upper norwood is,-0.0869243,51.4176017
harrington street regent s park,-0.1398049,51.5305342
harrow road w,-0.2050146,51.5260286
hart street mark lane,-0.0801696,51.5109898
hartham road n,-0.1218808,51.5502851
hartington street derby is a,-1.4746619,52.9147111
hasinghall street solicitor,-0.091412,51.5171274
haviland avenue chambers bloomsbury square,-0.1222659,51.5190971
hawthorne,-118.3525748,33.9164032
hazelville road ilnmsey lane n,-0.1284253,51.5712731
hblack lane coujewtbrymbo,-3.057591,53.075576
hcrtford street coventry was appointed,-1.519693,52.406822
heath road colchester is a,0.8570775,51.8836208
heathcote street mecklenburg square,-0.1187133,51.5244409
hedley,-100.6604111,34.8669964
heidelberg,8.6724335,49.3987524
helena,-112.0391057,46.5891452
hematite,-90.4809569,38.201999
hendon road sunderland,-1.3703035,54.904025
henrietta street w,-76.616658,39.2789394
herbert terrace osborne road pontypool,-3.0448367,51.7068941
hereford road w,-106.5638323,39.6452748
herliert street leeds,-1.5490774,53.8007554
hermosillo,-110.9559192,29.0729673
hertford road finchley engineer share,-0.1649685,51.593056
hertford street mayfair,-0.1487221,51.505624
hibernia,-7.6920536,53.1423672
hidalgo,-98.2630684,26.1003547
high road balham is a,-0.1500388,51.4457315
high road lee share,0.0012296,51.4585658
high road which connects ballao,9.3619927,39.5484761
high street aberavon,-3.784097,51.5946799
high street airdrie,-3.9851898,55.8678658
high street bargoed glamorganshire,-3.2295892,51.6911971
high street blaenau featiniog merionethshire,-3.944894,52.998337
high street briswl,-2.5920807,51.4541466
high street chesterfield,-1.4282082,53.2359026
high street clapham,-0.4968013,52.1610383
high street coleford gloucestershire,-2.6174155,51.7925035
high street curdifi,-3.1802352,51.4807599
high street doncasusr,-1.1337779,53.5231153
high street exoter,-3.5317051,50.7232133
high street mold is a,-3.1427656,53.1681618
high street oudm,-82.025156,31.6640504
high street portohello willenhall,-2.1329101,52.485722
high street rochester,-77.5795773,43.1734813
high street rothcrham,-1.3562825,53.4303099
high street runcorn,-2.7344942,53.3413557
high street s,-98.4661451,45.4560703
highview road upper norwood,-0.0891816,51.418786
hill road blackheath s,150.3046194,-33.6202004
hill road clerk,-71.1532169,42.3472966
hill road southflcld s,-74.1721899,41.2479493
hill square n,-3.1839681,55.9466439
hill street edinburgh,-3.201541,55.9535925
hill street newry,-6.3380804,54.1752118
hillgrove,-84.6672408,33.9260475
hishopsgatc street within b,-0.0810585,51.5167977
hligh street apperknewle unstone derbys,-1.4277272,53.3004999
hnrley street w,-0.1475268,51.5202352
hnrrnbridge,-80.0461735,26.7830054
hnuth street st,-87.974432,44.4988756
hobart,147.3271949,-42.8821377
hocking,-82.4752757,39.4909358
hogarth road earl s,-0.1922155,51.493261
hokkaido,142.8634737,43.2203266
holbom viaduct e,-0.1047213,51.5170835
holborn,-0.1145147,51.5175802
holborn viaduct b,-0.1047213,51.5170835
holborn viaduct e c,-0.13198,51.528774
holborn viaduct k,-0.1047213,51.5170835
holboru viaduct e,-0.1047213,51.5170835
holland road share,-76.0806626,36.7918645
holliorn viaduct b,-0.1047213,51.5170835
holloway road n,-0.1184111,51.5570443
holltorn viaduct k,-0.1047213,51.5170835
holmefield road wimbledon is a,-0.2171332,51.4243767
homeneld road wimbledon is a,-0.2171332,51.4243767
honduras,-86.241905,15.199999
honolulu,-157.8583333,21.3069444
hope street g asgow,-4.2579011,55.8628683
hope street wrexham,-2.9942734,53.0460655
hopewell,-77.2872001,37.3043154
hornsey lane n,-0.1349077,51.5720919
horrabridge,-4.097841,50.509207
houghton,-88.5694182,47.1211331
house lane pembarton near wigan,-2.6802002,53.5530463
house road highgate road clerk,-0.1465932,51.5567072
houston,-95.3698028,29.7604267
howard street w,-81.7023753,43.5624546
howe street edinburgh,-3.202305,55.9563299
howtber street vlnwhnven i nnberlnnil,13.404954,52.5200066
hudson,-73.790959,42.2528649
huelva,-6.9447224,37.261421
huliert road south,-75.4289579,44.9550723
hull avenue b,-81.698582,30.36506
hulton,-2.424937,53.53428
hungary,19.5033041,47.162494
hunslet road leeds butcher,-1.5272119,53.7818259
hunters road station,-77.3140103,38.9320577
hy s containing deposits,-157.8231556,21.2766447
hyde lane hyde cheshire,-2.0719975,53.4375101
i s situate north,-71.5870939,41.8326629
ictoria street s,-77.3084188,44.4713896
ilen street bkibbereen co,-9.2707895,51.5512633
imnlnongcr lane i ll,-88.8553022,40.1229205
incheater street accountant,-89.8015675,37.9314181
india avenue london,-0.0249887,51.5056214
india avenue merchant,-73.6303616,41.0216999
india avenue share,-73.6303616,41.0216999
indiana,-86.1349019,40.2671941
inn road w,-81.5376172,36.3594082
inn square w,-73.9885814,40.7365757
inverness terrace w,-0.1867782,51.5138668
iowa,-93.097702,41.8780025
iquiqne,-70.1356692,-20.2307033
iquique,-70.1356692,-20.2307033
ire road lower clapton,-0.053812,51.5540187
ireland,-7.6920536,53.1423672
ironmonger lane b,-0.0917797,51.5144551
ironmonger lane e,-0.0917797,51.5144551
ironmonger lane e c,-0.0917797,51.5144551
ironmonger lane london,-0.0917797,51.5144551
ironmonger lane no,-0.0917797,51.5144551
ironmonmr lane ec,-0.0917797,51.5144551
ironmonter lane e c,-0.0917797,51.5144551
irvinebank,145.2207422,-17.4326176
irwell terrace bacup,-2.1997344,53.7031815
isabella,-98.340073,36.2355913
isle street workington,-3.5576833,54.6445265
italy,12.56738,41.87194
ivy lane e,-74.5593392,40.2557026
ivydene road hackney secretary to,-0.0724376,51.573445
jalisco,-103.3494376,20.6595382
jamaica,-77.297508,18.109581
james road brixton secretary to,-0.1156148,51.4612794
james square bath is chairman,-2.3681965,51.3890699
james square merchant,-76.1374675,43.0570256
james square s,-0.1346282,51.5068269
james street cardifl docks caidifl,-3.170408,51.464856
james street harrogate,-1.5398777,53.9923642
james street licdford row w,-0.1160647,51.5198943
james street pontardawe glam,-3.8561925,51.7223383
james street s,-79.8718066,43.2504784
japan,138.252924,36.204824
jerome,-112.1137716,34.7489107
jersey,-2.13125,49.214439
johannesburg,28.0473051,-26.2041028
john street a delphi w,-86.6750059,40.5875371
john street merthyr tydfil glam,-3.3773705,51.7460918
john street sunderland,-1.3805475,54.9065249
johns road annan n,-3.2619967,54.984578
joplin,-94.513281,37.0842271
jordan,-97.3342624,37.9973704
jtieen street place b,-0.0932595,51.5102929
juneau,-134.4197221,58.3019444
k lane wednesbury staffs,-2.02208,52.552888
k. blake . broad street place womfleld titreet k.c.,-94.5785667,39.0997265
kalgoorlie,121.466,-30.749
kansas,-98.4842465,39.011902
karaka creek in the,175.5481121,-37.1338739
kastftourne terrace w,-0.1780647,51.516284
kelvin,-73.413662,40.712333
kensington,-75.1179823,39.9934039
kentucky,-84.2700179,37.8393332
kenzie terrace kragn shares,-93.2222082,45.0152753
keppel street w,149.5731131,-33.4153062
kerk street box,30.8417435,-24.9308707
ketchikan,-131.6461112,55.3422222
keystone,-95.9358765,36.8003109
kieldon road claphnm common,-80.8078464,35.0772174
kilburn,-0.1985291,51.539813
kimberley road clftpham rise clerk,-88.3389952,44.2722093
kimberly,-114.3647561,42.5338019
king street b,-77.0613288,38.8061198
king street chcapside,-0.0923478,51.5138404
king street cheapside,-0.0923478,51.5138404
king street dover,-74.552034,40.890901
king street newciistle,151.7714709,-32.9281845
king street st,-122.394857,37.7766874
king street wigan,-2.6288478,53.5431716
kingbmead road south oxton birkenhead,-3.0568772,53.3863362
kingman,-114.0530065,35.189443
kingsland road clerk share,-0.076862,51.536684
kingston,-73.9973608,41.9270367
kinlochleven,-4.963824,56.713145
kinsstou lane teddington,-0.3256018,51.4252541
kirkland,-122.2059833,47.6768927
kiugcroft street holloway n,-0.1184111,51.5570443
kndyniion road brixton s,-0.1156148,51.4612794
knoll road wandsworth shares j,-0.1874968,51.4564959
korea,127.9784585,37.6639976
kosaka,-74.0014434,40.7382662
kramat pulai,101.1292301,4.528985
kroonstad district,27.2323367,-27.6372514
ladbroke square w,-0.2025547,51.5107268
lafayette,-92.0198427,30.2240897
lake road wimbledon park,-0.206234,51.4271361
lam square edinburgh,-3.188267,55.953252
lambeth road s,-77.1110301,38.9910375
lamerton,-4.188976,50.574826
lampazos,-100.5080126,27.0244594
lancaster road n,-116.839789,47.7158019
land s of which,-93.42215,44.9733386
lansdowne road clapham road s,-0.1200698,51.4746352
larne,-5.8236224,54.8578003
lauipmead road lee law cashier,0.0074764,51.4568519
laurium,-88.4431725,47.2374255
lawrenca lane e,-112.0566634,33.5649136
lawrence lane cheapside,-0.0925965,51.514729
lawrence lane london,-0.0925965,51.514729
lawson,-94.6174157,37.0790255
lcadcnhall street b,-0.0823131,51.5138619
lcadenhall street ec,-0.0805129,51.5137091
lcadeuhall street ecthis,-0.0809085,51.5135042
lcarlenhall street e,-76.6187111,39.2738745
lcaueuhall street b,-77.2352692,39.1188346
lclulenhall street inc,-0.0809085,51.5135042
le street kimberley,-115.9785611,49.6703111
le street liverpo,-2.9773131,53.4076217
leadenball street ec,-0.0805129,51.5137091
leadenhall avenue et,-0.0835289,51.512766
leadenhall street b,-0.0823131,51.5138619
leadenhall street clerk share,-0.0809085,51.5135042
leadenhall street london,-0.0809085,51.5135042
leadenhall street merchant,-0.0829683,51.5179174
leadenhall street merchant shares,-0.0809085,51.5135042
leadenhall street r to raship,-0.0809085,51.5135042
leadenhall street share,-0.0809085,51.5135042
leadenhall street solicitor share,-0.0804075,51.5135466
leadenhall street this company was,-0.077663,51.513109
leadenhsll street no,-76.6187111,39.2738745
leadeuhall street in the city,-0.0809085,51.5135042
leadhills,-3.760046,55.4184591
leadouhall street e,-76.6187111,39.2738745
leadville,-106.2925238,39.2508229
leaienhall street e,-76.6187111,39.2738745
leaileuhnll street k,-2.397612,52.736249
leathwaito road s,-0.161624,51.4583956
lee road lee solicitor share,-95.9659612,36.0617717
leeuwpoort,29.1754047,-25.8297846
lehigh,-75.3775187,40.6048687
leinster square bayswater shares,-0.1925485,51.5139467
lendenhsll street l,-0.0809085,51.5135042
leonora,121.3308316,-28.8850017
lepthall avenue rc,0.1590955,51.81169
lewisham road share,-0.0117006,51.4414579
lexington,-84.5037164,38.0405837
ley lane collieh y c,-3.5996734,50.5525328
lichfield road bow share,-0.0334829,51.5282588
lichfield road wals,-1.9611802,52.6070935
lichfield street wolverhampton,-2.1257369,52.5867861
lidcot terrace east dulwich insurance,-0.0732101,51.4545635
lieonzo street llnsirmr,120.9793338,14.6044217
liislmiisgate street within london,-0.0810585,51.5167977
lima,-77.042754,-12.0463731
lime street chambers,-2.9784966,53.407211
lime street e,-81.946817,28.040519
lime street london,-0.0823905,51.5124719
linares,-3.6369803,38.0969098
lindley road wepener,27.0205594,-29.7293819
lingard lane collieries situate near,-2.1245144,53.4288004
lion square holborn w,-0.118889,51.5192053
little houghtou,-0.824626,52.2289539
live s on the,-94.1550134,36.0946911
liverpool,-76.2177046,43.106456
livingston,-74.3300842,40.7862871
llanrwst,-3.795732,53.137033
llham road s,-85.7611994,33.7873189
lloyds avenue e,-89.9677547,29.9442333
lloyds avenue l lc,-79.3870315,40.3135108
lloyds avenue london,-0.0780036,51.5120679
lloyils avenue l,-0.0780036,51.5120679
lnwtber street wbilchaver,-0.1887443,51.6096508
loadonholl street k,-0.0809085,51.5135042
locate s in one,-118.2857731,33.9123556
lombard road batter sea,-0.1774239,51.4711635
lombard street and henry cameron,-122.4267278,37.8009995
lombard street and the stock,-122.41874,37.802139
lombard street b,-75.1512578,39.943174
lombard street chairman,-122.4267278,37.8009995
lombard street e o,-122.4267278,37.8009995
lombard street ec,-122.4018618,37.7903775
lombard street engineer,-122.4041782,37.8044502
lombard street london,-0.0871406,51.512647
lombard street merchant,-122.4267278,37.8009995
lombard street merchant share,-122.4267278,37.8009995
lombard street ncwcastlc,-122.4267278,37.8009995
lombard street newcasue,-1.6067988,54.9690985
lombard street newcsstle,-1.6067988,54.9690985
lombard street shares,-122.4267278,37.8009995
lombard street vice,-122.4267278,37.8009995
lombardy,9.8452433,45.4790671
lome road finslmry park,-0.1117918,51.5708821
lomliard street k,-122.41874,37.802139
london,-0.1277583,51.5073509
londou wall buildings b.c.,-0.1277583,51.5073509
long lane sugar lane adlington,-2.105748,53.3103733
loomis,-97.325646,37.692323
lorain,-82.1823746,41.452819
loraine terrace lemington,-1.7167324,54.9773838
lord street west blackburn,-2.4849781,53.7479822
lordsburg,-108.7086649,32.3503605
lordship lane s,-0.074535,51.4493611
lordship road n,-0.0849332,51.5662942
lordship road stoke,-0.0843777,51.5651657
lordship terrace stoke newington,-0.0832268,51.5621155
lorrimore road walworth,-0.1007743,51.4839401
los ocotos,-101.9619118,20.4153326
loudon road llanelly,-4.160248,51.680886
love street cheater,-2.8847896,53.1908671
lowfield road west hampstead glass,-0.1961909,51.544562
lowther street carlisle,-2.9335234,54.8947851
lowther street whitehsven,-3.5869906,54.5474351
lowther terrace lytham is a,-2.971951,53.736223
lpton street high holborn w,-0.1192532,51.5176953
lucretia road kennington accountant,150.9335785,-33.7929061
lugard road peckham share dealer,-0.0585526,51.471704
lunlmm road upper norwood,-0.0804351,51.4191198
lupus street s,-0.1400826,51.4879258
lypiatt terrace cheltenham is a,-2.0853124,51.8936487
macdomim street kalgnorlie w,121.4726761,-30.7510383
macdonald street kalrnorlie w,121.4726761,-30.7510383
maddox street v,-0.1423726,51.5128477
maddox street w,-118.2083306,33.8230893
madera,-120.0607176,36.9613356
madison,-89.4012302,43.0730517
madras,80.2707184,13.0826802
maesycwrt terrace port talbot,-3.7815448,51.5936829
magdalena,-76.6127947,39.3034095
mahoning,-80.7214417,40.9871753
main road being driven from,-95.712891,37.09024
main road from orense to,-7.863881,42.3357893
main road has also been,-95.712891,37.09024
main road with a large,-95.712891,37.09024
main street box,-95.4557968,37.6815361
main street box kimberley cape,24.7499112,-28.7282384
main street bulawayo,28.5826299,-20.1531934
main street kimberley cape colony,24.7499112,-28.7282384
main street kimberley south africa,24.7813157,-28.7541342
main street stands at bulawayo,28.626479,-20.1325066
maitiand street edinburgh,-3.2162005,55.9465457
malaysia,101.975766,4.210484
malvern road dalston,-0.0674107,51.5410517
mammoth,-118.972079,37.648546
manchester,-2.2426305,53.4807593
manica road sa isbury rhodes,32.174605,-18.9216386
manitoba,-98.8138762,53.7608608
manor street hull,-0.334507,53.7437874
mansfield,-97.1416768,32.5631924
manton road peckham rye share,-0.0603949,51.4603246
mantua street s,-81.3633481,41.152425
manvers street bath,-2.3570465,51.3789348
