"","id","company","text","capitalusd","capitalpound","capitalfr","capitalpeso","minerals","owns","owned","doutput","technology","incor","name","role","lastname","middlename","firstname","simpname","loc","lon","lat"
"459",473,"cia. min. san andres de la sierra s. a.","jig. table & flotation, concentration &, cyanidation.",NA,NA,NA,NA,NA,NA,NA,NA,"jig. table & flotation",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"460",474,"cia. min. san andres de la sierra s. a.","daily output, 25 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"25 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"461",475,"cia. min. san andres de la sierra s. a.","smelter name, cia. fundidora de la sierra., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de la sierra",-62.0750998,-16.7476037
"462",476,"cia. min. san andres de la sierra s. a.","smelter location, san andres de la sierra, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la sierra dgo",-104.6921981,24.0093265
"463",477,"cia. min. san andres de la sierra s. a.","president, atanasio g. saravia, banco nacional de mexico, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atanasio g. saravia","president","saravia",NA,"atanasio","saravia, a","mexico durango dgo",-104.6531759,24.0277202
"464",478,"cia. min. san andres de la sierra s. a.","secr., juan l. peña, banco de durango, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"juan l. peña","secr.","peña",NA,"juan","peña, j","banco de durango",-104.63808,24.046274
"465",479,"cia. min. san andres de la sierra s. a.","treas., tomas fragoso, patoni 23, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomas fragoso","treas.","fragoso",NA,"tomas","fragoso, t","patoni durango dgo",-104.6671077,24.0284723
"466",480,"cia. min. san andres de la sierra s. a.","attorney, lic. angel del palacio, apartado 57, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lic. angel del palacio","attorney","palacio",NA,"lic","palacio, l","apartado durango dgo",-104.6615331,24.0329454
"467",481,"cia. min. san andres de la sierra s. a.","grl. mgr., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","grl. mgr.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202
"468",482,"cia. min. san andres de la sierra s. a.","asst. grl. mgr., j. m. diaz, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"j. m. diaz","asst. grl. mgr.","diaz",NA,"j","diaz, j","durango dgo",-104.6531759,24.0277202
"469",483,"cia. min. san andres de la sierra s. a.","purch. agt., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","purch. agt.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202
"470",484,"cia. min. san andres de la sierra s. a.","grl. spt., g. stinson, san andres de la sierra, durango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g. stinson","grl. spt.","stinson",NA,"g","stinson, g","la sierra durango",-106.1078167,25.4476669
"471",485,"cia. min. san andres de la sierra s. a.","ming. eng., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","ming. eng.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202
"472",486,"cia. min. san andres de la sierra s. a.","mech. eng., e. g cadaval, hidalgo 16, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e. g cadaval","mech. eng.","cadaval",NA,"e","cadaval, e","hidalgo durango dgo",-104.9151732,26.2476457
"473",487,"cia. min. san andres de la sierra s. a.","grl. foreman, epigmenio diaz sr., san andres de la sierra, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"epigmenio diaz sr.","grl. foreman",NA,"diaz","epigmenio",NA,"la sierra dgo",-104.6921981,24.0093265
"474",489,"compañia minera y beneficiadora mexicana s. a.","location, san rafael, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"san rafael dgo",-104.538663,23.776246
"475",490,"compañia minera y beneficiadora mexicana s. a.","p. o., guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o guanacevi dgo",-105.9546744,25.9316354
"476",491,"compañia minera y beneficiadora mexicana s. a.","mexico city office, edificio cidosa, room 311., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edificio cidosa room",-97.1096943,18.8347374
"477",492,"compañia minera y beneficiadora mexicana s. a.","gold.",NA,NA,NA,NA,"gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"478",492,"compañia minera y beneficiadora mexicana s. a.","this co. owns various mines located at san rafael, near guanacevi, dgo.",NA,NA,NA,NA,NA,"this co. owns various mines located at san rafael, near guanacevi, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"479",493,"compañia minera y beneficiadora mexicana s. a.","mill location, guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354
"480",494,"compañia minera y beneficiadora mexicana s. a.","flotation concentration., ",NA,NA,NA,NA,NA,NA,NA,NA,"flotation concentration.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"481",495,"compañia minera y beneficiadora mexicana s. a.","daily output, 20 metric tons ., ",NA,NA,NA,NA,NA,NA,NA,"20 metric tons .",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"482",496,"compañia minera y beneficiadora mexicana s. a.","president, the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation.","president",NA,"late","the",NA,"durango",-107.8800667,37.27528
"483",497,"compañia minera y beneficiadora mexicana s. a.","ming. eng., r. cepeda, is in charge of the properties., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r. cepeda","ming. eng.","cepeda",NA,"r","cepeda, r","of the properties",-94.2786092,37.4935549
"484",499,"alberto genty y cia.","location, san juan de guadalupe, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de guadalupe dgo",-102.7775806,24.6326164
"485",500,"alberto genty y cia.","this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA,NA,"this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"486",500,"alberto genty y cia.","p. o., estacion rivas, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estacion rivas dgo",-104.6587821,24.5592665
"487",501,"anita custom mill","anita custom mill, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anita custom",-87.6614545,41.8266903
"488",502,"anita custom mill","foreign office, 314 two republics bdg., el paso, texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"el paso texas",-106.4850217,31.7618778
"489",503,"anita custom mill","location & p. o., guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354
"490",504,"anita custom mill","gold silver.",NA,NA,NA,NA,"gold silver.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"491",505,"anita custom mill","mill name, anita., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"name anita",-107.8800667,37.27528
"492",506,"anita custom mill","mill location, guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354
"493",507,"anita custom mill","table & flotation concentration & cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"table & flotation concentration & cyanidation.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"494",508,"anita custom mill","owner, e . f . knotts, el paso, texas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e . f . knotts","owner","knotts",NA,"e","knotts, e","el paso texas",-106.4850217,31.7618778
"495",509,"anita custom mill","grl. spt., a. w. knotts, guanacevi, texas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a. w. knotts","grl. spt.","knotts",NA,"a","knotts, a","guanacevi texas",-105.9546744,25.9316354
"496",511,"inde gold mining co.","location & p. o., indé, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"indé dgo",-105.2214354,25.9104779
"497",512,"inde gold mining co.","foreign office, 120 broadway, new york., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"broadway new york",-73.9831025,40.7632557
"498",513,"inde gold mining co.","gold, silver, lead",NA,NA,NA,NA,"gold, silver, lead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"499",513,"inde gold mining co.","this co. owns the la terrible, descubridora, amazon, hector, plomosa, montana de oro, potrillo, san carlos & rosario mines all located at inde, dgo.",NA,NA,NA,NA,NA,"this co. owns the la terrible, descubridora, amazon, hector, plomosa, montana de oro, potrillo, san carlos & rosario mines all located at inde, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"500",514,"inde gold mining co.","mill location, indé dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"indé dgo",-105.2214354,25.9104779
"501",515,"inde gold mining co.","table concentration & cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"table concentration & cyanidation.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"502",516,"inde gold mining co.","daily output, 100 metric tons, ",NA,NA,NA,NA,NA,NA,NA,"100 metric tons",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"503",517,"inde gold mining co.","president, w. rowland cox, new york., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. rowland cox","president","rowlan",NA,"w","rowlan, w","new york",-74.0059728,40.7127753
"504",518,"inde gold mining co.","grl. mgr., robert mccart jr. 223 mills bdg. el paso., texas., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert mccart jr. 223 mills bdg. el paso.","grl. mgr.",NA,"mccart","robert",NA,"texas",-99.9018131,31.9685988
"505",520,"location","location, san dimas, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"san dimas dgo",-105.9267964,24.1071642
"506",521,"main office in mexico","see sinaloa for complete information.",NA,NA,NA,NA,NA,"see sinaloa for complete information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"507",521,"main office in mexico","main office in mexico, contra estaca, sin., see sinaloa for complete information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"for complete information",-107.8800667,37.27528
"508",522,"candelaria mine","candelaria mine, p. a. ramsower, superintendent., san dimas mill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"superintendent san dimas",-117.807798,34.11785
"509",523,"treatment","cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"cyanidation.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"510",524,"daily output","daily output, 120 metric tons ., ",NA,NA,NA,NA,NA,NA,NA,"120 metric tons .",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"511",525,"electr. Eng.","electr. Eng., dr. a. f. kirschner, san dimas. dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dr. a. f. kirschner","electr. Eng.","kirschner",NA,"dr","kirschner, d","san dimas dgo",-105.9267964,24.1071642
"512",526,"foreman","foreman, alejandro gonzalez, san dimas, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alejandro gonzalez","foreman","gonzalez",NA,"alejandro","gonzalez, a","san dimas dgo",-105.9267964,24.1071642
"513",528,"negociacion minera de guanacevi","location & p. o., guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354
"514",529,"negociacion minera de guanacevi","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"515",529,"negociacion minera de guanacevi","this company owns the san luis & san jose mines",NA,NA,NA,NA,NA,"this company owns the san luis & san jose mines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"516",530,"negociacion minera de guanacevi","the owner, joaquin elizondo, lives in san luis potosi, s. l. p.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joaquin elizondo","the owner","elizondo",NA,"joaquin","elizondo, j","s l p",-95.564873,37.268845
"517",532,"san luis mining co.","foreign office, 910 american bank bdg. san francisco, calif., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"san francisco calif",-122.4194155,37.7749295
"518",533,"san luis mining co.","location, tayoltita, durango., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tayoltita durango",-105.9296366,24.1058435
"519",534,"san luis mining co.","p. o., c. o cordova y cia. estacion dimas, sinaloa ., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estacion dimas sinaloa",-106.7807941,23.7215764
"520",535,"san luis mining co.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"521",535,"san luis mining co.","this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA,NA,"this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"522",536,"san luis mining co.","mill location, tayoltita, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tayoltita dgo",-105.9296366,24.1058435
"523",537,"san luis mining co.","cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"cyanidation.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"524",538,"san luis mining co.","daily output, 200 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"200 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"525",539,"san luis mining co.","president, f. t. elsey, san francisco, calif.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f. t. elsey","president","elsey",NA,"f","elsey, f","san francisco calif",-122.4194155,37.7749295
"526",540,"san luis mining co.","grl. mgr., j. w. swent, c/o cordova y cia. estacion, dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"j. w. swent","grl. mgr.","swent",NA,"j","swent, j","estacion dimas sin",-106.7807941,23.7215764
"527",541,"san luis mining co.","mine spt, c. w. cushman, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c. w. cushman","mine spt","cushman",NA,"c","cushman, c","estacion dimas sin",-106.7807941,23.7215764
"528",542,"san luis mining co.","mill spt., albert silver, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"albert silver","mill spt.","silver",NA,"albert","silver, a","estacion dimas sin",-106.7807941,23.7215764
"529",543,"san luis mining co.","chief eng., theo. dickel, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"theo. dickel","chief eng.","dickel",NA,"theo","dickel, t","estacion dimas sin",-106.7807941,23.7215764
"530",544,"san luis mining co.","ming. eng., a. syverson, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a. syverson","ming. eng.","syverson",NA,"a","syverson, a","estacion dimas sin",-106.7807941,23.7215764
"531",545,"san luis mining co.","elect. eng., e . wilcox, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e . wilcox","elect. eng.","wilcox",NA,"e","wilcox, e","estacion dimas sin",-106.7807941,23.7215764
"532",546,"san luis mining co.","mast. mech., frank dorroh, estacion dimas, sin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank dorroh","mast. mech.","dorroh",NA,"frank","dorroh, f","estacion dimas sin",-106.7807941,23.7215764
"533",548,"the soto mines co. s. a.","location & p. o., guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354
"534",549,"the soto mines co. s. a.","foreign office, 14 wall st. new york., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"st new york",-74.0067037,40.7325862
"535",550,"the soto mines co. s. a.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"536",551,"the soto mines co. s. a.","mill location, san pedro, near guanacevi, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"near guanacevi dgo",-105.9546744,25.9316354
"537",552,"the soto mines co. s. a.","table & flotation concentration., ",NA,NA,NA,NA,NA,NA,NA,NA,"table & flotation concentration.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"538",553,"the soto mines co. s. a.","daily output, 200 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"200 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528
"539",554,"the soto mines co. s. a.","president, wilbur judson, new york., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wilbur judson","president","judson",NA,"wilbur","judson, w","new york",-74.0059728,40.7127753
"540",555,"the soto mines co. s. a.","grl. mgr., h. mcleod cobb, guanacevi, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h. mcleod cobb","grl. mgr.","cobb",NA,"h","cobb, h","guanacevi dgo",-105.9546744,25.9316354
"541",556,"the soto mines co. s. a.","grl. spt., erasmo barrosa, guanacevi, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"erasmo barrosa","grl. spt.","barrosa",NA,"erasmo","barrosa, e","guanacevi dgo",-105.9546744,25.9316354
"542",558,"cia. minera aurora y anexas s. a.","organized, in mexico., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in mexico., ",NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"543",559,"cia. minera aurora y anexas s. a.","1.000,000 oro nac.",NA,NA,NA,"1.000,000 oro nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"544",560,"cia. minera aurora y anexas s. a.","location & p. o., real de xichu, gto., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de xichu gto",-100.0573657,21.2956159
"545",561,"cia. minera aurora y anexas s. a.","mexico city office, edificio boker, apartado 2852., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edificio boker apartado",-99.1367236,19.4323864
"546",562,"cia. minera aurora y anexas s. a.","silver copper",NA,NA,NA,NA,"silver copper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"547",562,"cia. minera aurora y anexas s. a.","the mines of this company are operated by the cia. Min. de peñoles, s. a.",NA,NA,NA,NA,NA,"the mines of this company are operated by the cia. Min. de peñoles, s. a.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"548",563,"cia. minera aurora y anexas s. a.","president, victoriano gomez, allende, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"victoriano gomez","president","gomez",NA,"victoriano","gomez, v","allende mexico df",-100.745235,20.9144491
"549",564,"cia. minera aurora y anexas s. a.","vice-pres., jose de caso, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose de caso","vice-pres.","caso","de","jose","caso, j d","mexico df",-99.133208,19.4326077
"550",565,"cia. minera aurora y anexas s. a.","secretary, isidro de la muela, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isidro de la muela","secretary","muela","de","isidro","muela, i d","mexico df",-99.133208,19.4326077
"551",567,"cia. minera cristo rey y anexas s. a.","organized, in mexico on august 9, 1924, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in mexico on august 9, 1924, ",NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"552",568,"cia. minera cristo rey y anexas s. a.","$150,000 oro nac.",NA,NA,NA,"$150,000 oro nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"553",569,"cia. minera cristo rey y anexas s. a.","location & p. o., calle escalera 1, guanajuato, gto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"escalera guanajuato gto",-101.2584979,21.0236067
"554",570,"cia. minera cristo rey y anexas s. a.","mexico city office, avenida capuchinas 69, room 414 ., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"avenida capuchinas room",-90.731014,14.559725
"555",571,"cia. minera cristo rey y anexas s. a.","silver gold lead.",NA,NA,NA,NA,"silver gold lead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"556",571,"cia. minera cristo rey y anexas s. a.","this co. owns the cristo rey, la asuncion, san nicolastio, caritina, san patricio, san jose de providencia, lourdes and san antonio mines located in the municipality of guanajuato, besides the la providencial mine located at cuencame, dgo.",NA,NA,NA,NA,NA,"this co. owns the cristo rey, la asuncion, san nicolastio, caritina, san patricio, san jose de providencia, lourdes and san antonio mines located in the municipality of guanajuato, besides the la providencial mine located at cuencame, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"557",572,"cia. minera cristo rey y anexas s. a.","president, ing. o. h. harrison, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ing. o. h. harrison","president","harrison",NA,"ing","harrison, i","mexico df",-99.133208,19.4326077
"558",573,"cia. minera cristo rey y anexas s. a.","secr., lic . othon camarena, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lic . othon camarena","secr.","camarena",NA,"lic","camarena, l","mexico df",-99.133208,19.4326077
"559",574,"cia. minera cristo rey y anexas s. a.","grl. mgr., diego flores chapa, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diego flores chapa","grl. mgr.","chapa","flores","diego","chapa, d f","mexico df",-99.133208,19.4326077
"560",575,"cia. minera cristo rey y anexas s. a.","purch. agt., diego flores chapa, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diego flores chapa","purch. agt.","chapa","flores","diego","chapa, d f","mexico df",-99.133208,19.4326077
"561",576,"cia. minera cristo rey y anexas s. a.","superintendent, ing. andres bravo, guanajuato, gto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ing. andres bravo","superintendent","bravo",NA,"ing","bravo, i","guanajuato gto",-101.2573586,21.0190145
"562",578,"cia. minera de angustias dolores y anexas s. a.","organized, in mexico in 1907 ., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in mexico in 1907 ., ",NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"563",579,"cia. minera de angustias dolores y anexas s. a.","$1.000,000 u. s. c.","$1.000,000 u. s. c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"564",580,"cia. minera de angustias dolores y anexas s. a.","location and p. o., pozos, gto., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and pozos gto",-100.4936673,21.2231788
"565",581,"cia. minera de angustias dolores y anexas s. a.","mexico city office, callejon de bilbao 31/2, 2nd floor, room 7.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nd floor room",-101.2573586,21.0190145
"566",582,"cia. minera de angustias dolores y anexas s. a.","gold silver.",NA,NA,NA,NA,"gold silver.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"567",582,"cia. minera de angustias dolores y anexas s. a.","This company owns the angustias, dolores and cinco señores mines, all located at pozos, gto.",NA,NA,NA,NA,NA,"This company owns the angustias, dolores and cinco señores mines, all located at pozos, gto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"568",583,"cia. minera de angustias dolores y anexas s. a.","mill location, pozos, gto., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pozos gto",-100.4936673,21.2231788
"569",584,"cia. minera de angustias dolores y anexas s. a.","concentration., ",NA,NA,NA,NA,NA,NA,NA,NA,"concentration.",NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"570",585,"cia. minera de angustias dolores y anexas s. a.","daily output, 200 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"200 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"guanajuato",-101.2573586,21.0190145
"571",586,"cia. minera de angustias dolores y anexas s. a.","president, f. sanchez barrenechea, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f. sanchez barrenechea","president","barrenechea",NA,"f","barrenechea, f","mexico df",-99.133208,19.4326077
"572",587,"cia. minera de angustias dolores y anexas s. a.","vice-pres., ing. adolfo martinez, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ing. adolfo martinez","vice-pres.","martinez",NA,"ing","martinez, i","mexico df",-99.133208,19.4326077
"573",588,"cia. minera de angustias dolores y anexas s. a.","sec. treas., celso guadalajara, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"celso guadalajara","sec. treas.","guadalajara",NA,"celso","guadalajara, c","mexico df",-99.133208,19.4326077
"574",589,"cia. minera de angustias dolores y anexas s. a.","director gr., jerome a. hilbert, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jerome a. hilbert","director gr.","hilbert",NA,"jerome","hilbert, j","mexico df",-99.133208,19.4326077
"575",590,"cia. minera de angustias dolores y anexas s. a.","pur. agt., jerome a. hilbert, mexico, d. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jerome a. hilbert","pur. agt.","hilbert",NA,"jerome","hilbert, j","mexico df",-99.133208,19.4326077
